clean_review,sentiment
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
i tried cream and onion maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall ,Positive
must try....don't believe negative ratings.nice service.tasty food.perfect for quick hunger.tried all the products and they are just awesome.,Positive
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
i tried cream and onion maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall ,Positive
must try....don't believe negative ratings.nice service.tasty food.perfect for quick hunger.tried all the products and they are just awesome.,Positive
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
i tried cream and onion maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall ,Positive
must try....don't believe negative ratings.nice service.tasty food.perfect for quick hunger.tried all the products and they are just awesome.,Positive
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
i tried cream and onion maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall ,Positive
must try....don't believe negative ratings.nice service.tasty food.perfect for quick hunger.tried all the products and they are just awesome.,Positive
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
i tried cream and onion maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall ,Positive
must try....don't believe negative ratings.nice service.tasty food.perfect for quick hunger.tried all the products and they are just awesome.,Positive
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
i tried cream and onion maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall ,Positive
must try....don't believe negative ratings.nice service.tasty food.perfect for quick hunger.tried all the products and they are just awesome.,Positive
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
i tried cream and onion maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall ,Positive
must try....don't believe negative ratings.nice service.tasty food.perfect for quick hunger.tried all the products and they are just awesome.,Positive
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
captain veg cutlet hero wrap tastes awesome .perfect amount of cheese. one of the best wraps i've had. ,Positive
ordered nuclear chicken nugget wrap and captain fried chicken panini. cheesy and delicious food. will order again.,Positive
the best place to order sandwiches in the city where you have a wide range of products to choose from and on time delivery as always.,Positive
"i ordered vegetarian and non-vegetarian panini and wraps for our gathering from ‘hero sandwiches’. it was so yummy, even all of my mates were asking me about the place. i highly recommend ‘hero sandwiches’ for delicious food. and special thanks for the person who made my order. cheers. ",Positive
it's items are all tasty and also reasonable chicken tikka wrap was awesome chicken cheesy panini with mini monster was nice,Positive
"their nuclear chicken nuggets panini is best. veggies, sauces, quantity of patty everything was perfect. ",Positive
"really good!! captain fried chicken superhero panini and chicken tikka wrap ,cheesy and a good amount of chicken. worth the money. ",Positive
spinach &amp; corn superhero panini and veg cutlet hero wrap was delicious and very cheesy . loved the taste and size. ,Positive
thank you ,Positive
afte 1 hour delivery,Neutral
this item not deserve at this price very oil and not good oil quality ,Negative
poor taste,Negative
"the best place in the town for dine in with friends and family! great taste, best quality, awesome ambience, great staff!",Positive
"the best place in the town for dine in with friends and family! great taste, best quality, awesome ambience, great staff!",Positive
"the best place in the town for dine in with friends and family! great taste, best quality, awesome ambience, great staff!",Positive
"the best place in the town for dine in with friends and family! great taste, best quality, awesome ambience, great staff!",Positive
"the best place in the town for dine in with friends and family! great taste, best quality, awesome ambience, great staff!",Positive
"the best place in the town for dine in with friends and family! great taste, best quality, awesome ambience, great staff!",Positive
"the best place in the town for dine in with friends and family! great taste, best quality, awesome ambience, great staff!",Positive
"the best place in the town for dine in with friends and family! great taste, best quality, awesome ambience, great staff!",Positive
"the best place in the town for dine in with friends and family! great taste, best quality, awesome ambience, great staff!",Positive
"the best place in the town for dine in with friends and family! great taste, best quality, awesome ambience, great staff!",Positive
"the best place in the town for dine in with friends and family! great taste, best quality, awesome ambience, great staff!",Positive
"the best place in the town for dine in with friends and family! great taste, best quality, awesome ambience, great staff!",Positive
"the best place in the town for dine in with friends and family! great taste, best quality, awesome ambience, great staff!",Positive
varry good ,Positive
this wasn't nutella thick shake very disappointing,Negative
i don't like this different banner picture and pizza different,Negative
packing not good condition ,Negative
wire found in laddu,Neutral
i have ordered for angoor goti but they have send me something else.,Neutral
nice ,Positive
the packaging was not good. my whole hot chocolate was fallen in the polythene when i took my order . ,Negative
this is not our order!! poor handling of food items!!,Positive
"we came here for dinner at vintage asia restaurant  and had clearly mentioned about my allergy concern for mayonnaise and mushrooms, so when we had ordered sushi for the second time the chef mistakenly garnished the sushi with mayonnaise and then the waiter took it back to him to replace the dish rather than replacing it and giving us a fresh batch the chef just put it upside down with mayonnaise already in it. i have no words to express how disappointed i am with this carelessness of marriott surat. people's health is taken for granted here.",Negative
not marriot qualityit was not to the standardthe bread was dry and it lacked crispness ,Neutral
taste was good but lack of information leads to disappointment. it should must have been mentioned that does it contain mil or not. if they can't add this much then atleast send milk sachets.,Negative
too many carrots and corns but otherwise loved the pasta. best alfredo sauce in town.,Positive
"the lahsun kaachu and tomato fry combo i had,had no salt ,the two dishes tasted the same and the tomato fry was loaded w oil,even when i specifically mentioned to put less oil.plus ,there was no salad,a big big no no .borderline edible e:/,please guys work on iti have had better experience here earlier",Negative
very bad food,Negative
it was bland then i added salt and was ok to eat..,Positive
order me 2 boil bhi tha lekibvo nahi aya uski jaga pe dusra sak aya,Neutral
good quality great quality of food it's good like it,Positive
"the food here is absolutely bomb,go for any starter ,gravy or combos ,i bet it won't disappoint you .the rice dishes are a lil more on the bland or feeka side so try to avoid those,rest everything is bang on and absolutely stunning!totally your money's worth.",Positive
the delivery from zomato was amazing!!!delivery man also help to buy my medicine,Positive
"the best taste of egg in town. the name itself is enough to state how they serve you with an authentic taste of egg. i'm so happy and fortunate to try them as a blogger, i will recommend all the egg lovers to spam their place",Positive
delivery guy was rude,Negative
cheaters. they dont deliver what you see in their pic. i ordered a chicken meal looking at their pic n description. what came didnt match at all. no veg broccoli. be careful.,Negative
"poor. the pic showed broccoli in chicken meal. it wasnt there. instead of tawa chapati, you sent tandoori roti. feel cheated royally. ",Negative
awesome tastejust go for it ,Positive
ur sandwiches never disappoint me..they taste just superb..pls start with dine in facilities so that we can come n visit...relished each and every bite..thank u,Positive
"taste is good , but need to check orders before dispatching.",Positive
the sandwich was really good but garlic bread was disappointing. cheese was sticking on the packaging and had to scrap the whole thing and then eat it. need improvement in packaging.,Positive
"amazing food, really felt like eating ghar ka khana",Positive
but its too spicy … pizza,Neutral
disgusting food,Negative
healthy soup and panner meal is a perfect combo with grt taste…. must eat,Positive
who qdds mayo to salad.pls dont buy its a waste f money.,Positive
food was delicious but as per quantity rate is too high ...if price is less i'll definitely ordered regularly,Positive
the black bean sauce was really really salty it felt like i was eating a chinese dish vegetables were really nice,Positive
even give more than that.. just awesome must try..,Positive
so beautiful tesat,Positive
"third class experience, delivery boy not delivered my order and no refund i gave him 0*",Negative
"sorry but,you guys are taking 180/- rupees for this sandwich, first you should visit mahalaxmi,shakti sandwich or shivam sandwich,centre point before you going to serve this type of sandwich !! really i love your tea and idli and many other food items but this is unexpected !!",Positive
i like the taste ,Positive
please look this  and refund my money second and 3rd order please ,Positive
yammy ,Neutral
got idly witbout samber,Neutral
my order item is missing and the delivery guy is not picking up my phone. kindly help out,Positive
didn't like the taste of idli,Negative
worst cheese toast i ever had,Negative
very late order,Neutral
the green chutny was really bitter,Negative
ok,Positive
wanted jain sandwich with more filling of cucumber and tomato in sandwich but not able to understand english.,Neutral
they forgot to put cheese,Neutral
very tasty food,Neutral
butter idili it was not good no butter very bad,Negative
packing was open and all chutney was out of the packing,Neutral
it was fine as it may be an accident,Negative
"the worst maska bun ever. bad tasting bun, no butter whatsoever",Negative
its good,Positive
only one chutney small packet was sent with 3 sandwiches one of them being the special grilled sandwich. the toasted sandwich was burnt completely from one side and grilled sandwich wasn't grilled properly.,Positive
"this is not tolerable at all. grenee always just send one pack of chutney with more than one pack of idlis. where they should send one pack of chitney with each one pack of idli. we have provide instructions seperately to make them do that. as recognised restaurant, they should understand this problem and try to look into it as soon as possible",Negative
very good sandwich base which contains potato base along with veggies unlike other sandwiches which only contain capsicum and tomatoes and onions,Positive
very small in size less quantity ..... small size n less quantity,Neutral
it wasn't good. didn't expect this from grenee .last time i ordered it was good,Negative
my idli had a strand of public hair in it  so more hygiene is needed at their end,Neutral
useless idli no taste at all. sandwich was not packed properly .,Negative
"food came quick and hot - good to zomato rider , after reading good reviews , i ordered , steamed idli - italiano pizza and grenne special grilled sandwich , idli - proper steamed , nice coconut chutney , pizza - u can actually count amount of topping slice on it , thick bread base and very thin and less topping , not good , sandwich - four bread slice - three layer sandwich , all u can see cabbage and very little capsicum slices with green chutney , if this is special sandwich then i am elvis presley , all food , taste :- ok , quality :- average , size :- fair , price :- absolutely not worth it , waste of money , i would not recommend this.",Positive
so so so tasty ,Neutral
worst,Negative
amazing.      superb.  fantastic.     i very very like it.,Positive
yummy ,Positive
supr,Neutral
this restaurant has left the best impression ! delicious dishes both veg and non veg . i recommend it to everyone ...,Positive
nuce,Neutral
good ,Positive
give more chatni ,Neutral
"it's average, nothing much special.i prefer dabeli over cone",Neutral
awesome ambience and amazing quality soft serve. the best place for quality softy and for your sweet craving which is actually not too sugaryyy. must visit.,Positive
"amazing cold pressed juices &amp; smoothies offered by barepress. they have 100% natural products &amp; no added sugar to any of the products. i have tried all of their juices in a span of 2 years and they are superb, well presented &amp; awesome packaging. the authentic taste of pomegranate juice is phenomenal.",Positive
"the ambience is beyond words as compared to any other places in surat. i’m so happy to have something so natural that i crave it everyday. the products are pure, natural, sugar free with highest quality!!!!",Positive
"pretty well design ed interior, it is out of the world. supeerb quality juices with no added sugar and remarkable soft serves i must say. ",Positive
very impprsive packaging. lovely way of keeping transperency with the customers. on top of that amazing natural taste with no added sugaer. ,Positive
"superb ambience. lovely vibe &amp; presentation. amazing soft serves. coffee soft serve is one of my favourites, must try!!!",Positive
fantastic ambiance. very homely vibes. love the concept of changing softy flavours as well as customization with your favourite toppings. ,Positive
ek number cold pressed juices. ek number smoothies. sugar freeee items available. really happy with the quality provided.,Positive
fantastic taste and amazing presentation. i would highly recommend their quality products. 10 on 10 for taking health into consideration.,Positive
their products have no added sugar. extremely fond of the cold pressed juices and smoothies. 100% natural.,Positive
amazing presentation. i would highly recommend this place for the people who are looking for quality as well as natural products.,Positive
"lovely presentation and high quality products. moreover, there is no added sugar to any of their products. highly recommended!!",Positive
the ambience is beyond words i must say. the vibe of the place is so homely. they serve cold pressed fresh juices &amp; smoothies (no added sugar) and the place is so hygienic ,Positive
100% natural……………..it’s trueeeee.!!!!!!!!!!.!…………………..no added sugar………well presentated…………quality product………..must have it…….!!.!.!…….,Neutral
i have tried their green juices and the taste was phenomenal. their products are 100% natural &amp; no added sugar. highly recommended for all age groups.,Positive
had a wonderful experience with fresh dessert on our friend's bday . tried juices smooties and fresh fresh freeze...simply loved it ,Positive
,Neutral
"i ordered this juice for my dad who is diabetic. i checked his sugar level after he drank the juice, it didn't shoot up. so truly it doesn't contain any added sugar. that's great.",Positive
amazing amazing health juice. they have got a wide range of health and fruit juices. just what you need after your workout session. would totally recommend. ,Positive
test acha h but jeera soda ki jgh kuch or bhejj diya,Neutral
extra pav is not arrive ,Neutral
the food tastes like shit,Negative
salad is less means zero and quality and quantity is too less and taste is bad waste of money ,Negative
"no taste, too oily and the pav was soggy.please send refund ",Negative
bekar he likha kuch he or bhejta kuch or hecoldrins me bhi esa,Neutral
nice egg and taste ,Positive
good delvery,Positive
did not receive the cutlery,Neutral
mast good food,Positive
some item missing,Negative
wrong product and sab bigda huaa mall thaa kuchh bhai fresh nahi tha totally damaged pesa barbad muje mera pesa vapas dedo online khana magana hi frod heee ,Negative
must food tha mazza aa gaya packing to bohot acha diya tha timely service timely food delevery kardiya ,Neutral
quantity bohot kam thi or 2 hi paw sath me diye 1  person ka bhi pet nahi bharaya,Neutral
poor taste,Negative
thard class food quality,Neutral
rong odar,Neutral
"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. ",Negative
thard class food quality,Neutral
rong odar,Neutral
"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. ",Negative
thard class food quality,Neutral
rong odar,Neutral
"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. ",Negative
thard class food quality,Neutral
rong odar,Neutral
"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. ",Negative
thard class food quality,Neutral
rong odar,Neutral
"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. ",Negative
thard class food quality,Neutral
rong odar,Neutral
"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. ",Negative
thard class food quality,Neutral
rong odar,Neutral
"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. ",Negative
thard class food quality,Neutral
rong odar,Neutral
"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. ",Negative
thard class food quality,Neutral
rong odar,Neutral
"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. ",Negative
thard class food quality,Neutral
rong odar,Neutral
"the food was tasteless . its not worth the money, i have eaten many egg dishes and this is the worst of them all. ",Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
pizza and garlic bread both were totally cold.,Neutral
very tasty pizza and have to taste veg suprema cheese burst and creamy panner pizza..good quality of cheese and oil is using for the garnishing..,Neutral
one of the worst pizza places in surat. we ordered their puff pizza. they took more than an hour for that. the service is extremely slow and pathetic. the food is below average. there are a lot of pizza places in surat. save yourself some money and time and do not visit this place.,Negative
bad in quantity ,Negative
worst food quality,Negative
dosto order karna paisa paani me behana. bahut hi ghatia test uncooked brunt and untested ,Neutral
bhai chinese me baal nikla wo bhi do baar or kitna goja test tha test to sahi rakho bhai test check karke to banao,Neutral
nothing,Neutral
i never order bismillah,Neutral
tasty food,Neutral
good stuff has gooddd stuff,Positive
"gives such a cute cozy french vibe. the playlist is on point. i was never a fan of croissants until i tried the chicken salami croissant. it's the only place that serves chicken salami croissant in town. and i loved it. if you're okay with experimenting with different kinds of coffee, ask the head barista to make you something new. he experiments a lot, and happens to make the best. if you're in the mood to have a frappe, ask for something new, and he'll make the best. if you're just into coffee, try picolo. strong and one of the best. hits right. absolutely love love love the vibe. amazing books and magazine collection, unique retail stuff, with great coffee. it's an unusual place. not...read more",Positive
"i had wholesome experience at thegoodstuff cafe, greatcombination of coffee and deserts, two bests of life.savoury menu is great too, ambience is chill with a nice vibe ",Positive
"best coffee in town, i've been to so many places but this is worth your money and is very quaint and cute. must try: iced mocha ",Positive
"not at all consistent and very big disappointment , they deliver wrong order even after ordering twice. very upsetting ",Negative
pathetic service and food they don’t listen to any order specifications at all. terrible service.,Negative
flat white are hot coffee.. you have served me cold,Neutral
"i tried their flaming hot cheetoz cheese sticks.. yes,that red one which you saw in mukbangs. but unfortunately this guys are using amul processed cheese, which is unable to stay melted more than 1 min and can’t get any cheese pull strings from that as well. i was very disappointed while eating only a block of cheese inside.otherwise the crust and the deep served with it were quite good enough.guys you seriously need to change the cheese itself.",Negative
"we tried unlimited menu today but to be honest, it was really bad experience, it was below expectation. pizzas were not good at all. all food was cold. soup and cold drinks were good. no tasty food.",Negative
sent wrong order ,Negative
"real pizza restaurant is a very nice food,i love pizza and other meals.its a very good restaurants pal surat",Positive
"nice person, outstanding delivery.",Positive
you pizza is so cold not hot i am really disappointed with you ,Negative
"both pizza are cold ,so not enjoy as others pizza shop",Negative
"worst pizza ever, my mistake to order and waste my money. disturbed my stomach and mood ...very bad pizza and garlic bread was even worse",Negative
slice missing when delivered. the restaurant staff talked rudely when called. refused to take responsibility and told me to talk to zomato not them.,Negative
this is one of my favourite places for unlimited food cuz panipuri lovers will just love this restaurant and the best thing is the unlimited cold drink. salad and main course is also appreciable.,Positive
it is awesome experience good dinnerambience are very impressive ,Positive
pizza was good but your service was not good that's why i can't give very good rating to you.please improve your service.salads :pizza : service : ,Positive
very bed experience.  yakk..,Neutral
quantity improvement neede,Positive
test is great ,Positive
it tastes so good.,Positive
i need refund i order dum biriyani but its look like khichdi,Positive
too much tomatos in it… feeling like am eating tomoto sabji…. not pav bhaji….,Positive
"did not received sides salad,  no tissue and too less quality ",Negative
i ordered hakka noodles and price was 210. with tax and other services total bill amt was 290. and for 290rs i got very less quantity. even one small boy cannot fulfill his tummy. this is very nonsense. ,Negative
it was so bad. only few kebabs without chutney or any accompaniments. ,Negative
delivery charges taken....on order page no charges showing...later on taken charges,Negative
the seller told me he will refund me amount to my wallet  but not done yet . they did had chocolava and 1 farmhouse was to be cancelled ,Negative
i want replacement with this order otherwise i’ll complaint,Negative
"the quality and taste has degrade over the time it dsnt feel like eating the same , what it was a year back . garlic bread had no taste of garlic , cheese burst had no cheese n much more",Negative
i ordered cheese bust but there is no cheese inside bad quality,Negative
the pizza arrived a bit late also it was not at all hot..,Neutral
please provide proper service.2nd time i didn’t receive ketchup…,Positive
garlic bread was cold as if it was kept in refrigerator and then reheated and given.,Neutral
pizza and garlic bread were cold and the pizza was not cut into proper portions! we didn’t receive the oregano &amp; chilli flakes too! extremely disappointed with the entire experience!,Negative
very good ,Positive
sous pouch not send with order,Neutral
"the pizza was burned and bread was very hard, was looking like leftover",Positive
"quality is not to the extent!,",Neutral
its not veg its non veg,Neutral
garlic bread was very stale,Neutral
waited too long,Neutral
i didn't received my order,Neutral
this is brownie????,Neutral
excellent taste is so good ,Positive
i need refund for garlic break,Neutral
"no ketchups were provided, not chilly flakes were provided ",Negative
i didn’t got any cheese dip  above this my order was placed at 12:16 n i got my order after 1:30 it was terribly late n the food sucked,Negative
cheese is very less not so testy and that was not a paratha it's like sukhi roti with chees and corn,Negative
i'm really hungry so i decided to eat pizza and i taste it ...very tight to cut and not hot at all...,Negative
very cold food please take away no one will eat this ,Positive
nice,Positive
the waste experience of life is eating that pizza so poor taste and now onwards i will not order pizza from domino's ,Negative
spoiled mood and taste,Neutral
what is the size of pizza is this ...too poor ..won't order again,Negative
osm,Neutral
excellent ,Positive
my order is not delivered yet,Neutral
food arrived after 50 mins .. it was cold and it didn’t tasted good .. i had to through that pizza in bin.. coz it was not even eatable,Positive
"not satisfied, we ordered cheese burst pizza but cheese was missingvery very disappointed ",Negative
very late received my order ,Neutral
pizza was not good.it was not baked properly. even onions were raw . have thrown in dustbin. upset with dominos.,Negative
"it was a blunder, it is written 4 cheese pizza variety, in. mumbai i got 4 type of pizza and here they gave only one, i returned it but have not got cash back",Neutral
pizza is average domino's is best pizza shop but this time taste &amp; bread is not very good average pizza,Negative
please deliver freshly made pizza not the old ones which are already made,Positive
thing is that pizza is not good really this time i m suffering from helath issues... ,Negative
i have ordered something else and i got something else this is so wrong on the time of delivery you are saying that things are not available and giving something else insteadvery very disappointed!!,Negative
ambiance is good however i did not like the food. garlic bread was good however lasagne was below average and chilli paneer was average. i will give total of 2.5/5 rating.,Positive
always late preparation,Neutral
"such a savior, the inclusions of chutneys on the menu makes it easy for a quick meal at home. and its soooo yumm. ",Positive
as a mom for my baby. i keep ordering yummy mummy ragi batter for my little one. thank you so much for bringing nutritious and healthy batters to us. higly recommended to mothers ,Positive
organic batters. the best idli and dosa batters i have had in town. i order for my family every sunday. the experience have been always amazing ,Positive
coconut chutney quantity can be increased as 4 person cannot be served by this much quantity. rest all is good,Positive
this is best south indian 8 have eaten in this city. healthy and just fresh,Positive
"well, you’d be amazed at how much difference great batters can make in your sunday morning ritual of south indian breakfast. i love the cuisine but i never could get idlis or dosas at home that tasted amazing unless i tried the yummy mummy batters one day, to only be reminded of what i’ve been missing all these months. try their products and i’m most certain that you’ll see no differently. i’m a big fan and a guarantor of the products that the yummy mummy team present. keep up the great work :) ",Positive
very oily and horrible ,Negative
horrible horrible horrible .. no waiter knows who will take order for food  pathetic service .. never seen before such poor service,Negative
poor experience and bad restaurant,Negative
even after requesting for spicy chicken the food was bald and tasteless. disappointed!!,Negative
loved the lemon coriander soup and kalimirch tikka. do try the biryani. would love to try the butter chicken next. ,Positive
"service was super fast and promptordered peri peri tikka which was not much like peri peri and was undercooked, also had fat on it. dragon chicken was okmakhni chicken lasagne was good and very cheesyschezwan noodles wasnt anything like how its supposed to be. overall 3 stars for the ambience and the diverse menu. ",Positive
improve packaging for coffee to avoid spilling. ,Positive
the taste was absolutely amazing,Positive
idle total weastchutney main smale aa rahi hai4 din purani chutney hai ye,Neutral
need to work for packing sandwich in corrugated boxes to keep it hot. aluminium foil is worst.,Negative
"portion of chutney was very less, but whatever it was, it was great!",Positive
too less quantity nd chutney is too less idli was worst ,Negative
taste less food .. spoiled morning breakfast.  no salt in carney and wasted ,Negative
everything tasted the same ..no uniqueness and character of the dishes ..very disappointed ,Negative
really amazing food and thanks mr angad for your service. really loved the food and amazing           ,Positive
really loved there food amazing taste and food quality and quantity is amazing do try there food i loved it thanks zest for amazing food,Positive
best food ever had i stay in varacha the also my food which was delivered was perfect and i loved it amazing seekh kabab and i loved it,Positive
the price is quite high compared to the quantity served. provides bottle water of god only knows which company which tastes like tap water. take your own water bottles here. ,Positive
i requested for no onions still they have given onion pizza,Negative
very less quantity ,Neutral
nice,Positive
please make value for your customer's money,Positive
quantity very less as per packaging and got wire kind of substance with food that could have made me very sick and even could have caused food poisoning. pathetic experience,Negative
super fast delivery boy ,Positive
waste of money ... plzz don't by this shop taste was not good and quantity is so low... packing was not good..... poora paisa ka brbaadi ho gaya bhut gnda aaya,Negative
i don’t like food,Positive
"i have to say , i enjoyed every single bite of the meal . excellent food ,menu is extensive ...the food is always fantastic and no matter what i order i m always delighted with my meal.",Positive
"it's a great experience.the ambiance is very welcoming,amazing food and service .when we think about celebrations is always our 1st option zest house ",Positive
do yourself a favor and visit this lovely cafe. the service is unmatched. the staff truly cares about your experience. the food is absolutely amazing – everything we tasted melted in other mouths. absolutely the best meal we had after a long time in surat. highly recommend! please open one branch in adajan also.,Positive
worst experience the restaurant did not follow my instructions and the food was very spicy that we could not have the food and we had to sleep hungry because by the time we received the food it was already 12 am and no other restaurant were excepting the order and zomato also couldn’t find me better option,Negative
not happy frood,Negative
best service  delivery even after carfiew time food is also good,Positive
the pancakes were very bad they didn't even mention that it was a mini pancake so its kinda misleading after u get it you can't do anything,Negative
"i ordered nutella waffles but instead i got chocolate syrup waffles. waffles are so soggy, i can’t even eat it with spoon.",Neutral
a home made food i like to eat,Positive
awesome food with very homely taste and superb quality. ,Positive
"quality food, best taste, attractive price, fast service",Positive
very awesome taste and also as per review,Positive
fabulous,Positive
"good varieties and very good taste. must try!! prepared with utmost care and hygiene.do try egg lahori, egg khakhra, manoj special and egg roll.",Positive
cheese sandwich was so bad ... disappointed...won't order again ,Negative
cheese sandwich was so bad ... disappointed...won't order again ,Negative
cheese sandwich was so bad ... disappointed...won't order again ,Negative
cheese sandwich was so bad ... disappointed...won't order again ,Negative
cheese sandwich was so bad ... disappointed...won't order again ,Negative
